Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;insegna;settore_merceologico;settore_storico_cf_n;settore_storico_cf_preval;settore_storico_cf_s;superficie_totale;superficie_vendita;MUNICIPIO;LONGIT;LATIT;Location
C-EV/10272;Via GALLARATE N. 40 centro strada| isolato:228| pto strada:cs| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Via GALLARATE;40;7420;;tabella speciale carburanti;;in attesa di revoca;speciale distrib. carburante;900;800;8;9.13847762655;45.4949293289;45.4949293289, 9.13847762655
C-EV/10276;Via DUPRE' GIOVANNI N. 14| isolato:292| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Via DUPRE' GIOVANNI;14;7252;;non alimentare;auto nuove e usate - ricambi ;in attesa di revoca;settore non alimentare;800;800;8;9.15936215498;45.4935755124;45.4935755124, 9.15936215498
C-EV/10985;Via GOZZI GASPARE N. 5| isolato:183| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Via GOZZI GASPARE;5;3104;susa auto silo;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: vendita autoveicoli ;accessori e ricambi auto-moto;settore non alimentare;6490;800;3;9.22242340611;45.4688439508;45.4688439508, 9.22242340611
C-EV/11395;Via FILZI FABIO N. 8| isolato:310| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Via FILZI FABIO;8;1190;;non alimentare;;in attesa di revoca;xii sub 3|xiv sub 42|xiii (cont.antec. d.m. 375/88)|x|xii sub 1;950;800;2;9.19931942693;45.4825301808;45.4825301808, 9.19931942693
C-EV/12866;Via MONTE NAPOLEONE N. 11|via monte napoleone 011| isolato:314| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via MONTE NAPOLEONE;11;219;;non alimentare;;mobili;xii sub 3|xii sub 2|x|xii sub 1;800;800;1;9.19498723566;45.4683546491;45.4683546491, 9.19498723566
C-EV/67704;Piazza FREUD SIGMUND N. 1 interno staz.ffss porta garib.| isolato:259| (z.d. 9);VENDITA - In sede fissa;Piazza FREUD SIGMUND;1;1705;;alimentare|non alimentare;supermercato  ;supermercato alimentare;settore alimentare/non aliment;900;800;9;9.18855749725;45.4845388516;45.4845388516, 9.18855749725
C-EV/13745;Via CROLLALANZA (DEI) N. 4| isolato:067| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;Via CROLLALANZA (DEI);4;5311;;non alimentare;prodotti di meccanica strumenti e attrezzature ;autoveicoli;settore non alimentare;2290;800;6;9.16575856694;45.4455529866;45.4455529866, 9.16575856694
C-EV/48736;Via ZUCCARO (DEGLI) N. 9| isolato:142| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;Via ZUCCARO (DEGLI);9;5390;;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) ;gioielleria - orologeria;settore non alimentare;800;800;6;9.14041213629;45.4505916439;45.4505916439, 9.14041213629
C-EV/20724;Via FARA GUSTAVO N. 39| isolato:289| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;Via FARA GUSTAVO;39;1183;;non alimentare;;macchine utensili art.per ind.macchine utensili e articoli per l'industria;xii sub 3|xiv-attr.macch.art.tecn.ind.;800;800;9;9.19895305456;45.4856727578;45.4856727578, 9.19895305456
C-EV/23012;Viale ABRUZZI num.010| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Viale ABRUZZI;;2177;gs;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente alimentare /non alimentare ;supermercato alimentare;settore alimentare/non aliment;1400;800;;;;
C-EV/41062;Via GONIN FRANCESCO N. 71| isolato:155| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;Via GONIN FRANCESCO;71;5376;conad;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)   tacitamente rinnovabile ;supermercato alimentare;settore alimentare/non aliment;1292;800;6;9.11891854681;45.4403482556;45.4403482556, 9.11891854681
C-EV/50093;VIA CEFALONIA N. 10| isolato:146| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;VIA CEFALONIA;10;7439;;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente: vendita prodotti alimentari al dettaglio ;supermercato alimentare;settore alimentare/non aliment;1269;808;8;9.12698056381;45.5029133852;45.5029133852, 9.12698056381
C-EV/72986;CORSO BUENOS AIRES N. 63| isolato:017| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;CORSO BUENOS AIRES;63;703;;non alimentare;abbigliamento e relativi accessori ;abbigliamento;settore non alimentare;1073;812;;;;
C-EV/31953;Via MACCHI MAURO N. 29| isolato:039| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Via MACCHI MAURO;29;2133;toys center;Alimentare|Non Alimentare;con esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma  ;giocattoli;settore alimentare/non aliment;1040;813;2;9.20615699013;45.4834376608;45.4834376608, 9.20615699013
EV/106414;Via MONTE NAPOLEONE N. 27 (z.d. 1);VENDITA - In sede fissa;Via MONTE NAPOLEONE;27;219;;Non Alimentare;;;;1240;813;1;9.19357449459;45.4695022232;45.4695022232, 9.19357449459
C-EV/61185;Via TRILUSSA N. 26| isolato:063| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Via TRILUSSA;26;7367;unes;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: supermercato ;supermercato alimentare;settore alimentare/non aliment;2632;814;8;9.14253291619;45.5150805771;45.5150805771, 9.14253291619
EV/108318;VIALE MURILLO SEBASTIANO BARTOLOMEO N. 5 (z.d. 7);VENDITA - In sede fissa;VIALE MURILLO SEBASTIANO BARTOLOMEO;5;703;;Alimentare|Non Alimentare;;;;1919;815;1;9.18175754648;45.4712484964;45.4712484964, 9.18175754648
EV/110419;PIAZZALE ANGELO MORATTI N. SNC Int. STADIO MEAZZA (z.d. 7);VENDITA - In sede fissa;PIAZZALE ANGELO MORATTI;SNC;6892;;Non Alimentare;;;;945;816;;;;
C-EV/22992;Corso VERCELLI N. 8| isolato:217| accesso: accesso esterno| (z.d. 7);VENDITA - In sede fissa;Corso VERCELLI;8;6193;;Non Alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specificodiploma)  affittanza d'azienda a tempo indeterminato ;abbigliamento;settore non alimentare;1297;819;7;9.16356638525;45.4663810253;45.4663810253, 9.16356638525
C-EV/58945;Piazzale LODI N. 3 viale umbria ang. v.p.colletta| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Piazzale LODI;3;4249;;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) ;abbigliamento;settore non alimentare;1023;820;4;9.21073735473;45.4476318578;45.4476318578, 9.21073735473
C-EV/22941;CORSO VENEZIA N. 1 venezia 1 (z.d. 1);VENDITA - In sede fissa;CORSO VENEZIA;1;238;maxmara;Non Alimentare;;grande magazzino senza alimen.;settore non alimentare;1614;820;1;9.19780671799;45.4672840302;45.4672840302, 9.19780671799
C-EV/52803-1;Via VASARI GIORGIO N. 2| isolato:165| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Via VASARI GIORGIO;2;4070;b 612;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;abbigliamento;settore non alimentare;823;823;4;9.20580058162;45.4521155822;45.4521155822, 9.20580058162
EV/111513;Viale UMBRIA N. 21 Int. 23 (z.d. 4);VENDITA - In sede fissa;Viale UMBRIA;21;3145;;Non Alimentare;;;;910;824;4;9.21177467864;45.4497915638;45.4497915638, 9.21177467864
C-EV/18034;Viale EGINARDO N. 15| isolato:209| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Viale EGINARDO;15;6366;;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: vendita di fiori, piante e relative attrezzature;fiori e piante;settore non alimentare;2350;826;8;9.15138571693;45.4796411559;45.4796411559, 9.15138571693
EV/108126;Via CAGLIERO GIOVANNI N. 14A (z.d. 2);VENDITA - In sede fissa;Via CAGLIERO GIOVANNI;14A;1407;;Alimentare|Non Alimentare;;;;1275;827;2;9.2028615847;45.4962079017;45.4962079017, 9.2028615847
C-EV/78525;Via LEONCAVALLO RUGGERO num.015/17| () leoncavallo ruggero 15/17;VENDITA - In sede fissa;;;;;non alimentare|alimentare;supermercato  ;;settore alimentare/non aliment;1250;830;;;;
EV/102623;Via LEONCAVALLO RUGGERO num.015/17| ();VENDITA - In sede fissa;Via LEONCAVALLO RUGGERO;;2389;;non alimentare|alimentare;supermercato  ;;settore alimentare/non aliment;1250;830;;;;
EV/116497;VIALE LANCETTI VINCENZO N. 28 (z.d. 9);VENDITA - In sede fissa;VIALE LANCETTI VINCENZO;28;1221;;Non Alimentare;;;;1790;830;9;9.17570968232;45.4953573684;45.4953573684, 9.17570968232
C-EV/814;Corso BUENOS AIRES N. 36| isolato:079| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Corso BUENOS AIRES;36;2129;muji;Non Alimentare|Alimentare;articoli per la casa, l'ufficio, abbigliamento, ecc. ;casalinghi;settore non alimentare;1147;831;3;9.20955290989;45.4787085549;45.4787085549, 9.20955290989
EV/103395;Via D'ADDA CARLO N. 29 (z.d. 6);VENDITA - In sede fissa;Via D'ADDA CARLO;29;5272;lucky music strumenti m.;Non Alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;strumenti musicali;settore non alimentare;1494;835;6;9.16174389702;45.4459992834;45.4459992834, 9.16174389702
C-EV/30681;Via TIMAVO N. 32| isolato:239| accesso: accesso interno| (z.d. 2);VENDITA - In sede fissa;Via TIMAVO;32;1174;;non alimentare;;cine-foto-ottica-art.scientifi;xii sub 3|xiv sub 13/a|xiv sub 13/b|xiii (cont.antec. d.m. 375/88);1186;840;2;9.19847296823849;45.490191524778;45.490191524778, 9.19847296823849
C-EV/46656;Via BISCEGLIE N. 92| isolato:053| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;Via BISCEGLIE;92;6707;denicar spa.;non alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente:commercio autoveicoli ;autoveicoli;settore non alimentare;847;847;6;9.11898395615;45.4489324465;45.4489324465, 9.11898395615
C-EV/20626;Via GIAMBELLINO num.069/5| isolato:160| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;Via GIAMBELLINO;;5136;;non alimentare;;legnami da costruzione;xiv sub 46;848;848;;;;
EV/109486;Via SCARLATTI DOMENICO N. 2 (z.d. 3);VENDITA - In sede fissa;Via SCARLATTI DOMENICO;2;2136;;Non Alimentare;;;;1134;848;3;9.21197767481;45.48167237;45.48167237, 9.21197767481
C-EV/17613;Corso INDIPENDENZA N. 24| isolato:007| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Corso INDIPENDENZA;24;3118;;non alimentare;;mobili;xii sub 2|xii sub 3|xii sub 1|xiv sub 4|x;1480;850;4;9.21566561479;45.4675703475;45.4675703475, 9.21566561479
C-EV/39815-1;Via TORINO N. 2 p.terra-interrato e soppalco| (z.d. 1);VENDITA - In sede fissa;Via TORINO;2;543;;non alimentare;;;xiv|xi (oggetti preziosi);850;850;1;9.18781486216;45.46350108;45.46350108, 9.18781486216
EV/112492;VIA FRIEDRICH VON HAYEK N. 4 (z.d. 9);VENDITA - In sede fissa;VIA FRIEDRICH VON HAYEK;4;1768;;Alimentare|Non Alimentare;;;;1660;850;9;9.21414504262;45.5216164181;45.5216164181, 9.21414504262
EV/105524;Viale FAMAGOSTA N. 12 (z.d. 6);VENDITA - In sede fissa;Viale FAMAGOSTA;12;5353;;Non Alimentare;;;;1005;853;6;9.157207298;45.4366764373;45.4366764373, 9.157207298
C-EV/58914;VIA ANTONINI GIACOMO N. 26| isolato:099| accesso: accesso esterno| (z.d. 5) antonini giacomo 26;VENDITA - In sede fissa;;;;penny market;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specificodiploma)  attivita' prevalente:supermercato ;supermercato alimentare;settore alimentare/non aliment;1111;857;;;;
EV/105534;Via GIULINI GIORGIO N. 2 con ingresso da via dante (z.d. 1);VENDITA - In sede fissa;Via GIULINI GIORGIO;2;613;;Non Alimentare;;;;1232;858;1;9.18358025033;45.4668413826;45.4668413826, 9.18358025033
C-EV/54533;Via SPALLANZANI LAZZARO N. 10 ang. via melzo| isolato:143| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Via SPALLANZANI LAZZARO;10;2153;unes;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente:supermercato oltre 400 mq. self-service ;supermercato alimentare;settore alimentare/non aliment;1576;865;3;9.20696537384;45.4756389768;45.4756389768, 9.20696537384
C-EV/45656;VIALE TIBALDI N. 7| accesso: accesso esterno| (z.d. 5);VENDITA - In sede fissa;VIALE TIBALDI;7;703;sma supermercati;Alimentare|Non Alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) supermercato  ;supermercato alimentare;settore alimentare/non aliment;1620;865;;;;
EV/109485;Corso BUENOS AIRES N. 51A (z.d. 3);VENDITA - In sede fissa;Corso BUENOS AIRES;51A;2129;;Non Alimentare;;;;932;866;3;9.21214842632;45.4817528142;45.4817528142, 9.21214842632
C-EV/40293;Viale MONZA N. 107| isolato:294| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Viale MONZA;107;2274;;non alimentare;;materiali da costruzione;xiv sub 16;868;868;2;9.21982794936;45.4971796641;45.4971796641, 9.21982794936
C-EV/8144;Via MONCALIERI N. 15| isolato:128| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;Via MONCALIERI;15;1095;oviesse;non alimentare;abbigliamento uomo, donna, bambini, intimo, accessori, tessile casa ;grande magazzino senza alimen.;settore non alimentare;1170;870;9;9.19670444383;45.5098441352;45.5098441352, 9.19670444383
C-EV/35274;Via BELGIRATE N. 24| isolato:125| accesso: accesso interno| (z.d. 2);VENDITA - In sede fissa;Via BELGIRATE;24;1406;;non alimentare;;autoveicoli;xiv-automobili;1090;870;2;9.20178542342;45.4952475946;45.4952475946, 9.20178542342
C-EV/74249;Piazza MARIA BELTRADE (SANTA) N. 2 angolo via torino|via torino 015| isolato:447| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Piazza MARIA BELTRADE (SANTA);2;514;treesse sport;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;articoli sportivi;settore non alimentare;1064;870;1;9.18687736656;45.4628989084;45.4628989084, 9.18687736656
C-EV/44584;Via MANZONI ALESSANDRO N. 30|via manzoni alessandro 030| isolato:255| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via MANZONI ALESSANDRO;30;230;da driade;non alimentare;;arredamenti;settore non alimentare;892;872;1;9.19343576768;45.4705548749;45.4705548749, 9.19343576768
C-EV/12856;Via DURINI N. 28|via durini 028| isolato:318| accesso: accesso interno| (z.d. 1);VENDITA - In sede fissa;Via DURINI;28;313;;non alimentare;;mobili;x|xii sub 1;874;872;1;9.19832732176;45.4656225872;45.4656225872, 9.19832732176
C-EV/58527;Via CEFALU' N. 2 (z.d. 8);VENDITA - In sede fissa;Via CEFALU';2;7370;lidl;Alimentare|Non Alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente:supermercato ;discount alimentare;settore alimentare/non aliment;1198;873;8;9.11433951167;45.5023437047;45.5023437047, 9.11433951167
C-EV/38665;Alzaia NAVIGLIO GRANDE N. 98| isolato:049| accesso: accesso interno| (z.d. 6);VENDITA - In sede fissa;Alzaia NAVIGLIO GRANDE;98;5144;pisotti;non alimentare;;cartoleria cancelleria;xiv prodotti per la casa;1505;875;6;9.16036182642704;45.4489249545815;45.4489249545815, 9.16036182642704
C-EV/23050;Via URUGUAY N. 6| isolato:062| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Via URUGUAY;6;7495;;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente: vendita settore alimentare ;supermercato alimentare e non alimentare;settore alimentare/non aliment;1650;880;8;9.12416469102;45.4952532507;45.4952532507, 9.12416469102
EV/114809;CORSO BUENOS AIRES N. 59 angolo via petrella n. 2 (z.d. 3);VENDITA - In sede fissa;CORSO BUENOS AIRES;59;703;;Non Alimentare;;;;1103;884;;;;
C-EV/23019;VIALE UNGHERIA N. 12| isolato:108| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;VIALE UNGHERIA;12;703;;alimentare|non alimentare;supermercato  ;supermercato alimentare e non alimentare;settore alimentare/non aliment;1427;890;;;;
C-EV/47492;PIAZZA ARGENTINA N. 4| isolato:019| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;PIAZZA ARGENTINA;4;2233;giacomelli sport;non alimentare;;articoli sportivi;settore non alimentare;1150;891;3;9.21501429045;45.4840539679;45.4840539679, 9.21501429045
C-EV/47566;Viale ORTLES N. 7| isolato:044| accesso: accesso esterno| (z.d. 5);VENDITA - In sede fissa;Viale ORTLES;7;4133;lidl;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;discount alimentare;settore alimentare/non aliment;892;892;5;9.20161784439;45.4392726598;45.4392726598, 9.20161784439
C-EV/57383;VIA PADOVA N. 166| isolato:285| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;VIA PADOVA;166;703;penny market;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente:supermercato ;supermercato alimentare;settore alimentare/non aliment;1161;893;;;;
C-EV/46299;Largo BALESTRA ANTONIO N. 3 m.c.c. discount| isolato:158| accesso: accesso interno| (z.d. 6);VENDITA - In sede fissa;Largo BALESTRA ANTONIO;3;5464;lidl;alimentare|non alimentare;;discount alimentare;xiv sub 1|xii sub 2|ii|i|vi;1771;896;6;9.14177390928;45.4478176664;45.4478176664, 9.14177390928
C-EV/22951;Viale PAPINIANO N. 27| isolato:064| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Viale PAPINIANO;27;5097;esselunga;Alimentare|Non Alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;supermercato alimentare;settore alimentare/non aliment;1924;897;1;9.16775691476;45.4596727672;45.4596727672, 9.16775691476
C-EV/44312;Via SPIGA (DELLA) num.026/ab| isolato:184| accesso: accesso esterno| (z.d. 1) spiga (della) (ingr. anche via senato 19) 26;VENDITA - In sede fissa;;;;d E g;non alimentare;(con esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) - attivita' prevalente: abbigliamento e accessori. ;abbigliamento;settore non alimentare;1178;898;;;;
C-EV/21839;Via PEDRONI LISIADE num.001/6| isolato:173| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;Via PEDRONI LISIADE;;1474;;non alimentare;;metalsiderurgici;xiv sub 22;900;900;;;;
C-EV/22971;Viale BIANCA MARIA N. 28| isolato:009| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Viale BIANCA MARIA;28;3050;unes;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: vendita di alimentari e non ;supermercato alimentare;settore alimentare/non aliment;1532;900;1;9.20623280013;45.4666961412;45.4666961412, 9.20623280013
C-EV/54370;Via GRASSI GIOVANNI BATTISTA N. 15| isolato:088| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Via GRASSI GIOVANNI BATTISTA;15;7465;lidl;Alimentare|Non Alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;discount alimentare;settore alimentare/non aliment;1359;903;8;9.12608167856;45.5132891898;45.5132891898, 9.12608167856
C-EV/49748-1;Via MANZONI ALESSANDRO N. 31 (z.d. 1);VENDITA - In sede fissa;Via MANZONI ALESSANDRO;31;230;;non alimentare;;;settore non alimentare;905;905;1;9.19310030281;45.4705617955;45.4705617955, 9.19310030281
C-EV/47933;Via SPADARI num.007/9| isolato:440| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via SPADARI;;518;peck;Alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;salumeria - rosticceria - cibi;settore alimentare/non aliment;3528;906;;;;
